TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,0,56,564,10000,10000,0
1,0,8,86,10000,10000,0
2,0,6,65,10000,10000,0
3,0,44,446,10000,10000,0
4,0,4,46,10000,10000,0
5,0,58,582,10000,10000,0
6,0,26,261,10000,10000,0
7,0,19,197,20000,20000,0
8,0,184,1841,20000,20000,0
9,0,50,501,20000,20000,0
10,0,129,1297,20000,20000,0
11,0,41,419,20000,20000,0
12,0,166,1662,30000,30000,0
13,0,75,755,30000,30000,0
14,0,11,114,30000,30000,0
15,0,128,1288,30000,30000,0
16,0,189,1890,40000,40000,0
17,0,253,2539,60000,60000,0
18,0,11,117,60000,60000,0
19,0,144,1449,60000,60000,0
20,0,110,1102,90000,90000,0
21,0,723,7234,90000,90000,0
22,0,102,1022,90000,90000,0
23,0,812,8123,90000,90000,0
24,0,399,3994,90000,90000,0
