TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,0,4,43,10000,10000,0
1,0,29,290,10000,10000,0
2,0,39,393,10000,10000,0
3,0,21,212,10000,10000,0
4,0,9,90,10000,10000,0
5,0,97,975,20000,20000,0
6,0,32,321,20000,20000,0
7,0,56,564,30000,30000,0
8,0,27,270,30000,30000,0
9,0,22,220,30000,30000,0
10,0,25,255,30000,30000,0
11,0,44,447,40000,40000,0
12,0,62,620,40000,40000,0
13,0,63,635,40000,40000,0
14,0,143,1432,40000,40000,0
15,0,97,977,40000,40000,0
16,0,45,455,40000,40000,0
17,0,68,688,40000,40000,0
18,0,93,934,60000,60000,0
19,0,302,3027,80000,80000,0
20,0,410,4101,90000,90000,0
21,0,48,487,90000,90000,0
22,0,154,1547,90000,90000,0
23,0,36,363,90000,90000,0
24,0,280,2801,90000,90000,0
