TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,0,4,41,10000,10000,0
1,0,14,148,10000,10000,0
2,0,8,80,20000,20000,0
3,0,56,563,20000,20000,0
4,0,7,74,30000,30000,0
5,0,23,232,30000,30000,0
6,0,11,114,30000,30000,0
7,0,5,53,30000,30000,0
8,0,0,1,30000,30000,0
9,0,22,226,30000,30000,0
10,0,7,77,40000,40000,0
11,0,169,1697,40000,40000,0
12,0,61,614,40000,40000,0
13,0,397,3974,60000,60000,0
14,0,13,135,60000,60000,0
15,0,27,274,60000,60000,0
16,0,276,2762,60000,60000,0
17,0,40,401,60000,60000,0
18,0,140,1404,90000,90000,0
19,0,10,102,90000,90000,0
20,0,58,586,90000,90000,0
21,0,45,457,90000,90000,0
22,0,477,4770,90000,90000,0
23,0,343,3430,90000,90000,0
24,0,184,1840,90000,90000,0
