TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,0,10,102,10000,10000,0
1,0,5,58,10000,10000,0
2,0,5,56,10000,10000,0
3,0,0,3,20000,20000,0
4,0,17,175,20000,20000,0
5,0,19,190,20000,20000,0
6,0,1,10,20000,20000,0
7,0,86,864,30000,30000,0
8,0,119,1190,40000,40000,0
9,0,35,351,40000,40000,0
10,0,171,1710,40000,40000,0
11,0,32,325,40000,40000,0
12,0,32,323,60000,60000,0
13,0,206,2063,60000,60000,0
14,0,45,453,60000,60000,0
15,0,7,76,60000,60000,0
16,0,68,684,80000,80000,0
17,0,85,852,80000,80000,0
18,0,23,230,80000,80000,0
19,0,127,1272,80000,80000,0
20,0,112,1128,80000,80000,0
21,0,40,400,80000,80000,0
22,0,155,1559,90000,90000,0
23,0,157,1571,90000,90000,0
24,0,4,42,90000,90000,0
