TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,0,6,67,10000,10000,0
1,0,3,32,10000,10000,0
2,0,2,22,10000,10000,0
3,0,15,150,10000,10000,0
4,0,13,132,20000,20000,0
5,0,2,20,20000,20000,0
6,0,11,117,20000,20000,0
7,0,85,852,30000,30000,0
8,0,17,177,30000,30000,0
9,0,27,272,40000,40000,0
10,0,62,624,40000,40000,0
11,0,6,62,40000,40000,0
12,0,98,984,40000,40000,0
13,0,38,385,40000,40000,0
14,0,12,122,60000,60000,0
15,0,153,1538,60000,60000,0
16,0,18,187,60000,60000,0
17,0,8,83,60000,60000,0
18,0,55,551,60000,60000,0
19,0,79,797,80000,80000,0
20,0,62,627,80000,80000,0
21,0,258,2589,80000,80000,0
22,0,30,303,80000,80000,0
23,0,470,4701,90000,90000,0
24,0,171,1710,90000,90000,0
