TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,0,3,38,10000,10000,0
1,0,65,657,10000,10000,0
2,0,81,810,10000,10000,0
3,0,42,427,20000,20000,0
4,0,57,577,20000,20000,0
5,0,3,39,20000,20000,0
6,0,19,191,20000,20000,0
7,0,64,645,30000,30000,0
8,0,33,333,30000,30000,0
9,0,258,2588,30000,30000,0
10,0,126,1262,30000,30000,0
11,0,101,1015,30000,30000,0
12,0,113,1136,40000,40000,0
13,0,90,908,40000,40000,0
14,0,12,123,40000,40000,0
15,0,28,288,40000,40000,0
16,0,26,262,40000,40000,0
17,0,64,649,40000,40000,0
18,0,87,871,40000,40000,0
19,0,733,7333,80000,80000,0
20,0,183,1831,80000,80000,0
21,0,148,1484,80000,80000,0
22,0,58,584,90000,90000,0
23,0,299,2993,90000,90000,0
24,0,124,1245,90000,90000,0
