TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,0,0,9,10000,10000,0
1,0,20,207,10000,10000,0
2,0,1,19,10000,10000,0
3,0,15,157,20000,20000,0
4,0,41,412,20000,20000,0
5,0,11,112,20000,20000,0
6,0,2,23,20000,20000,0
7,0,42,428,30000,30000,0
8,0,28,280,40000,40000,0
9,0,35,358,40000,40000,0
10,0,46,464,40000,40000,0
11,0,24,241,40000,40000,0
12,0,16,167,40000,40000,0
13,0,29,295,60000,60000,0
14,0,1,14,60000,60000,0
15,0,119,1192,60000,60000,0
16,0,23,238,80000,80000,0
17,0,21,215,80000,80000,0
18,0,104,1047,80000,80000,0
19,0,20,209,80000,80000,0
20,0,48,483,90000,90000,0
21,0,40,401,90000,90000,0
22,0,63,631,90000,90000,0
23,0,75,758,90000,90000,0
24,0,155,1550,90000,90000,0
