TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,0,0,7,10000,10000,0
1,0,5,52,10000,10000,0
2,0,2,24,20000,20000,0
3,0,8,87,20000,20000,0
4,0,24,245,30000,30000,0
5,0,102,1022,30000,30000,0
6,0,13,131,30000,30000,0
7,0,2,27,40000,40000,0
8,0,9,97,40000,40000,0
9,0,0,1,50000,50000,0
10,0,14,146,50000,50000,0
11,0,99,998,50000,50000,0
12,0,4,41,50000,50000,0
13,0,18,181,50000,50000,0
14,0,19,198,60000,60000,0
15,0,79,796,60000,60000,0
16,0,66,663,60000,60000,0
17,0,168,1689,60000,60000,0
18,0,1,14,60000,60000,0
19,0,24,242,60000,60000,0
20,0,95,956,80000,80000,0
21,0,35,353,80000,80000,0
22,0,23,235,80000,80000,0
23,0,7,79,80000,80000,0
24,0,247,2472,80000,80000,0
