TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,0,220,2200,10000,10000,0
1,0,78,780,10000,10000,0
2,0,52,520,100000,100000,0
3,0,111,1110,200000,200000,0
4,0,343,3430,200000,200000,0
5,0,83,830,200000,200000,0
6,0,18,180,200000,200000,0
7,0,23,230,200000,200000,0
8,0,132,1320,200000,200000,0
9,0,141,1410,200000,200000,0
10,0,47,470,200000,200000,0
11,0,104,1040,200000,200000,0
12,0,87,870,500000,500000,0
13,0,69,690,500000,500000,0
14,0,27,270,500000,500000,0
15,0,44,440,1000000,1000000,0
16,0,61,610,1000000,1000000,0
17,0,38,380,1000000,1000000,0
18,0,36,360,1000000,1000000,0
