TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,0,3,37,10000,10000,0
1,0,10,104,20000,20000,0
2,0,6,61,20000,20000,0
3,0,6,60,20000,20000,0
4,0,1,15,20000,20000,0
5,0,1,10,20000,20000,0
6,0,10,109,30000,30000,0
7,0,7,74,30000,30000,0
8,0,21,217,30000,30000,0
9,0,25,259,40000,40000,0
10,0,4,42,40000,40000,0
11,0,5,56,40000,40000,0
12,0,13,137,40000,40000,0
13,0,35,354,50000,50000,0
14,0,9,97,50000,50000,0
15,0,60,603,50000,50000,0
16,0,1,11,50000,50000,0
17,0,13,135,60000,60000,0
18,0,35,354,60000,60000,0
19,0,49,491,60000,60000,0
20,0,1,10,80000,80000,0
21,0,77,772,80000,80000,0
22,0,13,135,80000,80000,0
23,0,28,280,80000,80000,0
24,0,41,411,80000,80000,0
