TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,0,32,326,10000,10000,0
1,0,78,780,10000,10000,0
2,0,59,595,10000,10000,0
3,0,4,41,10000,10000,0
4,0,36,360,10000,10000,0
5,0,312,3121,20000,20000,0
6,0,35,350,20000,20000,0
7,0,9,97,20000,20000,0
8,0,2,27,20000,20000,0
9,0,33,332,30000,30000,0
10,0,50,504,30000,30000,0
11,0,153,1535,30000,30000,0
12,0,149,1493,30000,30000,0
13,0,183,1836,30000,30000,0
14,0,73,732,40000,40000,0
15,0,51,510,40000,40000,0
16,0,238,2386,60000,60000,0
17,0,230,2306,60000,60000,0
18,0,737,7375,80000,80000,0
19,0,60,607,80000,80000,0
20,0,10,106,90000,90000,0
21,0,120,1209,90000,90000,0
22,0,81,812,90000,90000,0
23,0,14,145,90000,90000,0
24,0,767,7678,90000,90000,0
