TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,0,587,5870,10000,10000,0
1,0,32,320,10000,10000,0
2,0,53,530,20000,20000,0
3,0,185,1859,50000,50000,0
4,0,267,2670,100000,100000,0
5,0,65,650,200000,200000,0
6,0,181,1810,200000,200000,0
7,0,492,4929,200000,200000,0
8,0,284,2840,200000,200000,0
9,0,214,2140,200000,200000,0
10,0,280,2800,200000,200000,0
11,0,25,250,200000,200000,0
12,0,20,200,200000,200000,0
13,0,54,540,500000,500000,0
14,0,355,3550,1000000,1000000,0
15,0,31,310,1000000,1000000,0
16,0,304,3040,1000000,1000000,0
17,0,32,320,1000000,1000000,0
18,0,12,120,1000000,1000000,0
19,0,84,840,1000000,1000000,0
20,0,66,660,1000000,1000000,0
21,0,29,299,1000000,1000000,0
22,0,77,770,1000000,1000000,0
23,0,42,420,1000000,1000000,0
24,0,141,1410,1000000,1000000,0
25,0,59,590,1000000,1000000,0
