TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,0,74,740,10000,10000,0
1,0,26,260,10000,10000,0
2,0,550,5500,100000,100000,0
3,0,228,2280,200000,200000,0
4,0,238,2380,200000,200000,0
5,0,185,1859,200000,200000,0
6,0,122,1220,200000,200000,0
7,0,107,1070,200000,200000,0
8,0,367,3670,200000,200000,0
9,0,239,2390,200000,200000,0
10,0,398,3980,200000,200000,0
11,0,26,260,200000,200000,0
12,0,66,660,200000,200000,0
13,0,172,1720,200000,200000,0
14,0,225,2259,200000,200000,0
15,0,79,790,200000,200000,0
16,0,43,430,200000,200000,0
17,0,91,910,200000,200000,0
18,0,316,3160,200000,200000,0
19,0,66,660,500000,500000,0
20,0,71,710,500000,500000,0
21,0,18,180,1000000,1000000,0
22,0,50,500,1000000,1000000,0
23,0,154,1540,1000000,1000000,0
24,0,63,630,1000000,1000000,0
25,0,16,160,1000000,1000000,0
26,0,122,1220,1000000,1000000,0
27,0,75,750,1000000,1000000,0
28,0,70,700,1000000,1000000,0
29,0,871,8710,1000000,1000000,0
30,0,75,750,1000000,1000000,0
31,0,88,880,1000000,1000000,0
32,0,27,279,1000000,1000000,0
33,0,71,710,1000000,1000000,0
34,0,78,780,1000000,1000000,0
35,0,12,129,1000000,1000000,0
36,0,5,50,2000000,2000000,0
