TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,0,302,3020,100000,100000,0
1,0,28,289,200000,200000,0
2,0,10,100,200000,200000,0
3,0,114,1140,200000,200000,0
4,0,32,320,200000,200000,0
5,0,305,3050,200000,200000,0
6,0,225,2259,200000,200000,0
7,0,27,270,200000,200000,0
8,0,162,1620,500000,500000,0
9,0,485,4850,500000,500000,0
10,0,85,850,500000,500000,0
11,0,82,820,1000000,1000000,0
12,0,390,3900,1000000,1000000,0
13,0,18,180,1000000,1000000,0
14,0,45,450,1000000,1000000,0
15,0,185,1850,1000000,1000000,0
16,0,144,1440,1000000,1000000,0
17,0,314,3140,1000000,1000000,0
18,0,282,2820,1000000,1000000,0
19,0,80,800,1000000,1000000,0
20,0,25,259,1000000,1000000,0
21,0,120,1209,1000000,1000000,0
22,0,1,10,10000000,10000000,0
23,0,1,10,10000000,10000000,0
24,0,103,1030,10000000,10000000,0
25,0,279,2790,10000000,10000000,0
