TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,0,292,2920,10000,10000,0
1,0,48,480,20000,20000,0
2,0,244,2440,100000,100000,0
3,0,106,1060,100000,100000,0
4,0,92,929,100000,100000,0
5,0,150,1500,100000,100000,0
6,0,17,170,100000,100000,0
7,0,82,820,100000,100000,0
8,0,310,3100,100000,100000,0
9,0,158,1580,100000,100000,0
10,0,13,130,100000,100000,0
11,0,151,1510,200000,200000,0
12,0,116,1160,1000000,1000000,0
13,0,24,240,1000000,1000000,0
14,0,59,599,1000000,1000000,0
15,0,36,360,1000000,1000000,0
16,0,19,190,1000000,1000000,0
17,0,112,1129,1000000,1000000,0
18,0,72,720,1000000,1000000,0
19,0,47,470,1000000,1000000,0
20,0,24,240,1000000,1000000,0
21,0,54,540,1000000,1000000,0
22,0,75,750,1000000,1000000,0
23,0,183,1830,1000000,1000000,0
24,0,8,80,2000000,2000000,0
