TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,0,11,110,10000,10000,0
1,0,16,165,10000,10000,0
2,0,14,149,10000,10000,0
3,0,1,16,10000,10000,0
4,0,73,737,10000,10000,0
5,0,109,1094,20000,20000,0
6,0,221,2219,20000,20000,0
7,0,115,1150,20000,20000,0
8,0,72,720,30000,30000,0
9,0,8,83,30000,30000,0
10,0,11,111,30000,30000,0
11,0,11,111,30000,30000,0
12,0,126,1263,40000,40000,0
13,0,26,265,40000,40000,0
14,0,9,95,40000,40000,0
15,0,31,311,60000,60000,0
16,0,242,2427,60000,60000,0
17,0,128,1287,60000,60000,0
18,0,206,2068,60000,60000,0
19,0,202,2029,60000,60000,0
20,0,31,316,80000,80000,0
21,0,1,17,80000,80000,0
22,0,82,826,80000,80000,0
23,0,250,2507,80000,80000,0
24,0,23,237,90000,90000,0
