TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,0,5,52,10000,10000,0
1,0,23,238,10000,10000,0
2,0,13,132,10000,10000,0
3,0,17,176,10000,10000,0
4,0,17,171,10000,10000,0
5,0,36,362,20000,20000,0
6,0,174,1749,20000,20000,0
7,0,49,493,20000,20000,0
8,0,45,453,20000,20000,0
9,0,45,456,20000,20000,0
10,0,49,494,20000,20000,0
11,0,2,26,20000,20000,0
12,0,5,57,30000,30000,0
13,0,20,204,30000,30000,0
14,0,82,820,30000,30000,0
15,0,7,70,30000,30000,0
16,0,65,659,30000,30000,0
17,0,61,617,40000,40000,0
18,0,197,1970,40000,40000,0
19,0,300,3003,60000,60000,0
20,0,86,861,60000,60000,0
21,0,151,1516,80000,80000,0
22,0,393,3934,80000,80000,0
23,0,503,5033,80000,80000,0
24,0,3,38,90000,90000,0
