TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,0,1,15,10000,10000,0
1,0,21,215,10000,10000,0
2,0,20,202,20000,20000,0
3,0,69,690,20000,20000,0
4,0,3,36,20000,20000,0
5,0,4,40,20000,20000,0
6,0,6,66,20000,20000,0
7,0,2,21,20000,20000,0
8,0,21,218,20000,20000,0
9,0,59,595,30000,30000,0
10,0,22,220,40000,40000,0
11,0,79,794,40000,40000,0
12,0,53,533,40000,40000,0
13,0,43,435,40000,40000,0
14,0,3,30,40000,40000,0
15,0,56,568,60000,60000,0
16,0,70,701,60000,60000,0
17,0,28,284,60000,60000,0
18,0,15,159,60000,60000,0
19,0,182,1827,90000,90000,0
20,0,270,2704,90000,90000,0
21,0,126,1266,90000,90000,0
22,0,75,757,90000,90000,0
23,0,175,1751,90000,90000,0
24,0,197,1972,90000,90000,0
