TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,0,2,23,10000,10000,0
1,0,52,527,10000,10000,0
2,0,6,64,10000,10000,0
3,0,31,319,20000,20000,0
4,0,25,259,20000,20000,0
5,0,54,547,20000,20000,0
6,0,51,514,20000,20000,0
7,0,4,41,20000,20000,0
8,0,64,640,20000,20000,0
9,0,40,406,30000,30000,0
10,0,15,158,30000,30000,0
11,0,32,323,30000,30000,0
12,0,1,16,40000,40000,0
13,0,7,71,40000,40000,0
14,0,17,179,40000,40000,0
15,0,16,160,40000,40000,0
16,0,18,186,40000,40000,0
17,0,159,1598,80000,80000,0
18,0,32,328,80000,80000,0
19,0,184,1841,80000,80000,0
20,0,21,210,80000,80000,0
21,0,9,96,80000,80000,0
22,0,83,835,90000,90000,0
23,0,105,1054,90000,90000,0
24,0,48,480,90000,90000,0
