TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,0,10,109,10000,10000,0
1,0,13,131,10000,10000,0
2,0,84,842,10000,10000,0
3,0,29,291,10000,10000,0
4,0,9,96,10000,10000,0
5,0,66,662,20000,20000,0
6,0,49,492,20000,20000,0
7,0,19,191,20000,20000,0
8,0,40,407,30000,30000,0
9,0,61,619,30000,30000,0
10,0,119,1198,30000,30000,0
11,0,1,11,40000,40000,0
12,0,176,1767,40000,40000,0
13,0,87,877,40000,40000,0
14,0,46,468,60000,60000,0
15,0,413,4135,60000,60000,0
16,0,37,370,60000,60000,0
17,0,197,1972,60000,60000,0
18,0,130,1308,60000,60000,0
19,0,447,4479,60000,60000,0
20,0,20,209,80000,80000,0
21,0,304,3045,80000,80000,0
22,0,182,1820,90000,90000,0
23,0,591,5915,90000,90000,0
24,0,54,548,90000,90000,0
