TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,0,133,1330,10000,10000,0
1,0,149,1490,20000,20000,0
2,0,284,2840,50000,50000,0
3,0,174,1740,100000,100000,0
4,0,101,1010,200000,200000,0
5,0,97,970,200000,200000,0
6,0,356,3560,200000,200000,0
7,0,214,2149,200000,200000,0
8,0,134,1340,200000,200000,0
9,0,310,3100,200000,200000,0
10,0,57,579,200000,200000,0
11,0,23,230,500000,500000,0
12,0,313,3130,500000,500000,0
13,0,54,540,1000000,1000000,0
14,0,85,850,1000000,1000000,0
15,0,82,820,1000000,1000000,0
16,0,369,3690,1000000,1000000,0
17,0,262,2620,1000000,1000000,0
18,0,39,390,1000000,1000000,0
19,0,11,110,1000000,1000000,0
