TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,0,60,600,10000,10000,0
1,0,144,1440,50000,50000,0
2,0,214,2140,100000,100000,0
3,0,103,1030,100000,100000,0
4,0,57,570,100000,100000,0
5,0,161,1610,100000,100000,0
6,0,222,2220,100000,100000,0
7,0,70,700,100000,100000,0
8,0,60,600,100000,100000,0
9,0,128,1280,100000,100000,0
10,0,254,2540,100000,100000,0
11,0,194,1940,100000,100000,0
12,0,21,210,100000,100000,0
13,0,132,1320,100000,100000,0
14,0,149,1490,100000,100000,0
15,0,251,2510,100000,100000,0
16,0,314,3140,100000,100000,0
17,0,45,450,200000,200000,0
18,0,340,3400,500000,500000,0
19,0,78,780,500000,500000,0
20,0,68,680,500000,500000,0
21,0,285,2850,1000000,1000000,0
22,0,210,2100,1000000,1000000,0
23,0,212,2120,1000000,1000000,0
24,0,138,1380,1000000,1000000,0
25,0,22,220,1000000,1000000,0
26,0,35,350,1000000,1000000,0
27,0,57,570,1000000,1000000,0
28,0,145,1450,1000000,1000000,0
29,0,306,3060,1000000,1000000,0
30,0,91,910,1000000,1000000,0
31,0,70,700,1000000,1000000,0
32,0,139,1390,1000000,1000000,0
33,0,32,320,1000000,1000000,0
34,0,192,1920,1000000,1000000,0
35,0,32,320,1000000,1000000,0
36,0,108,1080,1000000,1000000,0
